법정동코드,버스총승객,출근버스승객,퇴근버스승객,법정동명,Si,Gu,Dong
11560121.0,3942317.0,800740.0,961478.0,서울특별시 영등포구 문래동3가,서울특별시,영등포구,문래동3가
11560122.0,3942317.0,800740.0,961478.0,서울특별시 영등포구 문래동4가,서울특별시,영등포구,문래동4가
11560123.0,3942317.0,800740.0,961478.0,서울특별시 영등포구 문래동5가,서울특별시,영등포구,문래동5가
11560124.0,3942317.0,800740.0,961478.0,서울특별시 영등포구 문래동6가,서울특별시,영등포구,문래동6가
11560132.0,2375043.0,468468.0,471999.0,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동
11590105.0,5816107.0,1129293.0,993021.0,서울특별시 동작구 흑석동,서울특별시,동작구,흑석동
11590108.0,7622459.0,1908524.0,1261553.0,서울특별시 동작구 대방동,서울특별시,동작구,대방동
11620101.0,34115949.0,7346387.0,6229712.0,서울특별시 관악구 봉천동,서울특별시,관악구,봉천동
11620102.0,57859904.0,11556448.0,11660681.0,서울특별시 관악구 신림동,서울특별시,관악구,신림동
11620103.0,2614025.0,652735.0,402982.0,서울특별시 관악구 남현동,서울특별시,관악구,남현동
11650101.0,22511475.0,5239904.0,4115882.0,서울특별시 서초구 방배동,서울특별시,서초구,방배동
11650102.0,18133152.0,4529031.0,3527277.0,서울특별시 서초구 양재동,서울특별시,서초구,양재동
11650103.0,11807201.0,3110491.0,2216059.0,서울특별시 서초구 우면동,서울특별시,서초구,우면동
11650104.0,6325951.0,1418540.0,1311218.0,서울특별시 서초구 원지동,서울특별시,서초구,원지동
11650106.0,8134532.0,1346542.0,1722988.0,서울특별시 서초구 잠원동,서울특별시,서초구,잠원동
11650107.0,12701505.0,2444816.0,2276656.0,서울특별시 서초구 반포동,서울특별시,서초구,반포동
11650108.0,21539461.0,4467961.0,4275513.0,서울특별시 서초구 서초동,서울특별시,서초구,서초동
11650109.0,2506169.0,491622.0,505497.0,서울특별시 서초구 내곡동,서울특별시,서초구,내곡동
11650110.0,2506169.0,491622.0,505497.0,서울특별시 서초구 염곡동,서울특별시,서초구,염곡동
11650111.0,2506169.0,491622.0,505497.0,서울특별시 서초구 신원동,서울특별시,서초구,신원동
11680101.0,19407149.0,3473989.0,4027025.0,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동
11680103.0,5680503.0,1354212.0,839549.0,서울특별시 강남구 개포동,서울특별시,강남구,개포동
11680104.0,6641275.0,1321664.0,1479716.0,서울특별시 강남구 청담동,서울특별시,강남구,청담동
11680105.0,11588766.0,2722953.0,2443762.0,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동
11680106.0,15097035.0,2446564.0,3124585.0,서울특별시 강남구 대치동,서울특별시,강남구,대치동
11680107.0,14014543.0,2111655.0,3218274.0,서울특별시 강남구 신사동,서울특별시,강남구,신사동
11680108.0,11002198.0,2349665.0,2316840.0,서울특별시 강남구 논현동,서울특별시,강남구,논현동
11680110.0,14014543.0,2111655.0,3218274.0,서울특별시 강남구 압구정동,서울특별시,강남구,압구정동
11680111.0,5332897.0,1634574.0,669155.0,서울특별시 강남구 세곡동,서울특별시,강남구,세곡동
11680112.0,5332897.0,1634574.0,669155.0,서울특별시 강남구 자곡동,서울특별시,강남구,자곡동
11680113.0,5332897.0,1634574.0,669155.0,서울특별시 강남구 율현동,서울특별시,강남구,율현동
11680114.0,5927930.0,1359017.0,847886.0,서울특별시 강남구 일원동,서울특별시,강남구,일원동
11680115.0,8545299.0,1568734.0,1748086.0,서울특별시 강남구 수서동,서울특별시,강남구,수서동
11680118.0,6703344.0,1271980.0,1380742.0,서울특별시 강남구 도곡동,서울특별시,강남구,도곡동
11710101.0,12633316.0,2080281.0,2769693.0,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동
11710102.0,6204167.0,650794.0,1630580.0,서울특별시 송파구 신천동,서울특별시,송파구,신천동
11710103.0,3458691.0,847379.0,511566.0,서울특별시 송파구 풍납동,서울특별시,송파구,풍납동
11710104.0,3722476.0,841798.0,649321.0,서울특별시 송파구 송파동,서울특별시,송파구,송파동
11710105.0,4125629.0,951706.0,739395.0,서울특별시 송파구 석촌동,서울특별시,송파구,석촌동
11710106.0,2534493.0,755788.0,369144.0,서울특별시 송파구 삼전동,서울특별시,송파구,삼전동
11710107.0,7960122.0,1625217.0,1462656.0,서울특별시 송파구 가락동,서울특별시,송파구,가락동
11710108.0,8037116.0,1608579.0,1721232.0,서울특별시 송파구 문정동,서울특별시,송파구,문정동
11710109.0,10923242.0,2599357.0,2091326.0,서울특별시 송파구 장지동,서울특별시,송파구,장지동
11710111.0,5395589.0,1128587.0,1018060.0,서울특별시 송파구 방이동,서울특별시,송파구,방이동
11710112.0,3599677.0,936723.0,556096.0,서울특별시 송파구 오금동,서울특별시,송파구,오금동
11710113.0,6379426.0,1719391.0,1058887.0,서울특별시 송파구 거여동,서울특별시,송파구,거여동
11710114.0,3367910.0,1000333.0,404958.0,서울특별시 송파구 마천동,서울특별시,송파구,마천동
11740105.0,3236171.0,773980.0,487865.0,서울특별시 강동구 길동,서울특별시,강동구,길동
11740110.0,3818717.0,1236073.0,440612.0,서울특별시 강동구 강일동,서울특별시,강동구,강일동
26110102.0,3171113.0,643331.0,580435.0,,,,
26110104.0,3171113.0,643331.0,580435.0,,,,
26110105.0,3171113.0,643331.0,580435.0,,,,
26110106.0,3171113.0,643331.0,580435.0,,,,
26110107.0,3171113.0,643331.0,580435.0,,,,
26110108.0,3171113.0,643331.0,580435.0,,,,
26110109.0,3171113.0,643331.0,580435.0,,,,
26110110.0,3171113.0,643331.0,580435.0,,,,
26350108.0,1042734.0,289445.0,174141.0,,,,
27110108.0,1791629.0,356745.0,390676.0,,,,
27110109.0,2057335.0,380152.0,447908.0,,,,
27110110.0,2057335.0,380152.0,447908.0,,,,
27110111.0,2057335.0,380152.0,447908.0,,,,
27110112.0,3848964.0,736897.0,838584.0,,,,
27110113.0,2057335.0,380152.0,447908.0,,,,
27110114.0,2057335.0,380152.0,447908.0,,,,
27110115.0,1791629.0,356745.0,390676.0,,,,
27110116.0,2057335.0,380152.0,447908.0,,,,
27110117.0,3848964.0,736897.0,838584.0,,,,
27110118.0,2057335.0,380152.0,447908.0,,,,
27110119.0,3848964.0,736897.0,838584.0,,,,
27110120.0,1791629.0,356745.0,390676.0,,,,
27110121.0,1791629.0,356745.0,390676.0,,,,
27110122.0,1791629.0,356745.0,390676.0,,,,
27110123.0,1791629.0,356745.0,390676.0,,,,
27110124.0,1791629.0,356745.0,390676.0,,,,
27110125.0,1791629.0,356745.0,390676.0,,,,
27110126.0,1791629.0,356745.0,390676.0,,,,
27110127.0,1791629.0,356745.0,390676.0,,,,
27110128.0,1791629.0,356745.0,390676.0,,,,
27110129.0,1573438.0,331594.0,293661.0,,,,
27110130.0,3630773.0,711746.0,741569.0,,,,
27110131.0,3630773.0,711746.0,741569.0,,,,
27110132.0,1573438.0,331594.0,293661.0,,,,
27110133.0,1573438.0,331594.0,293661.0,,,,
27110134.0,3630773.0,711746.0,741569.0,,,,
27110135.0,1573438.0,331594.0,293661.0,,,,
27110136.0,2057335.0,380152.0,447908.0,,,,
27110137.0,2057335.0,380152.0,447908.0,,,,
27110138.0,2057335.0,380152.0,447908.0,,,,
27110139.0,2057335.0,380152.0,447908.0,,,,
27110140.0,3630773.0,711746.0,741569.0,,,,
27110141.0,1573438.0,331594.0,293661.0,,,,
27110142.0,2057335.0,380152.0,447908.0,,,,
27110143.0,3848964.0,736897.0,838584.0,,,,
27110144.0,2057335.0,380152.0,447908.0,,,,
27110145.0,2057335.0,380152.0,447908.0,,,,
27110146.0,2057335.0,380152.0,447908.0,,,,
27110147.0,2057335.0,380152.0,447908.0,,,,
27110148.0,1791629.0,356745.0,390676.0,,,,
27110149.0,2057335.0,380152.0,447908.0,,,,
27110150.0,3848964.0,736897.0,838584.0,,,,
27110151.0,3848964.0,736897.0,838584.0,,,,
27110152.0,2057335.0,380152.0,447908.0,,,,
27110153.0,2057335.0,380152.0,447908.0,,,,
27110155.0,1573438.0,331594.0,293661.0,,,,
27290104.0,1403318.0,230605.0,188625.0,,,,
27290105.0,1403318.0,230605.0,188625.0,,,,
27290106.0,1403318.0,230605.0,188625.0,,,,
27290107.0,1403318.0,230605.0,188625.0,,,,
27290125.0,1403318.0,230605.0,188625.0,,,,
28200110.0,11002198.0,2349665.0,2316840.0,,,,
28260105.0,9594181.0,1836104.0,1734840.0,,,,
28260106.0,9594181.0,1836104.0,1734840.0,,,,
28260107.0,9594181.0,1836104.0,1734840.0,,,,
29155101.0,8978945.0,1170313.0,2133994.0,,,,
29155102.0,8978945.0,1170313.0,2133994.0,,,,
29155103.0,8978945.0,1170313.0,2133994.0,,,,
29170101.0,3171113.0,643331.0,580435.0,,,,
29170102.0,3171113.0,643331.0,580435.0,,,,
29170103.0,3171113.0,643331.0,580435.0,,,,
29170104.0,3171113.0,643331.0,580435.0,,,,
29200127.0,2108182.0,315142.0,483758.0,,,,
29200128.0,5814041.0,1108618.0,1110978.0,,,,
30110101.0,3171113.0,643331.0,580435.0,,,,
30110112.0,3171113.0,643331.0,580435.0,,,,
30110113.0,3171113.0,643331.0,580435.0,,,,
30110114.0,5086203.0,794551.0,1168153.0,,,,
30110118.0,3389393.0,787405.0,466540.0,,,,
30110119.0,3171113.0,643331.0,580435.0,,,,
30110120.0,3171113.0,643331.0,580435.0,,,,
30140105.0,5523417.0,974385.0,1041373.0,,,,
30170105.0,1017133.0,227111.0,163878.0,,,,
31110102.0,3171113.0,643331.0,580435.0,,,,
31110104.0,3171113.0,643331.0,580435.0,,,,
31110105.0,3171113.0,643331.0,580435.0,,,,
31110106.0,3171113.0,643331.0,580435.0,,,,
31110107.0,3171113.0,643331.0,580435.0,,,,
31140104.0,13930578.0,2934447.0,2571351.0,,,,
31200125.0,1042734.0,289445.0,174141.0,,,,
31200126.0,1042734.0,289445.0,174141.0,,,,
41131107.0,4367943.0,1309731.0,654782.0,,,,
41131108.0,4367943.0,1309731.0,654782.0,,,,
41131109.0,14355715.0,1895459.0,2961601.0,,,,
41131110.0,14355715.0,1895459.0,2961601.0,,,,
41131111.0,14355715.0,1895459.0,2961601.0,,,,
41133132.0,3171113.0,643331.0,580435.0,,,,
41173104.0,14355715.0,1895459.0,2961601.0,,,,
41220101.0,3171113.0,643331.0,580435.0,,,,
41220102.0,3171113.0,643331.0,580435.0,,,,
41220109.0,3171113.0,643331.0,580435.0,,,,
41250103.0,3171113.0,643331.0,580435.0,,,,
41273101.0,3171113.0,643331.0,580435.0,,,,
41290101.0,3171113.0,643331.0,580435.0,,,,
41290107.0,3171113.0,643331.0,580435.0,,,,
41370101.0,3171113.0,643331.0,580435.0,,,,
41370102.0,3171113.0,643331.0,580435.0,,,,
41370109.0,3171113.0,643331.0,580435.0,,,,
41390127.0,3003742.0,680926.0,504137.0,,,,
41390128.0,3003742.0,680926.0,504137.0,,,,
41410104.0,3599677.0,936723.0,556096.0,,,,
41410105.0,3599677.0,936723.0,556096.0,,,,
41450115.0,4367943.0,1309731.0,654782.0,,,,
41450116.0,4367943.0,1309731.0,654782.0,,,,
41461101.0,3171113.0,643331.0,580435.0,,,,
41461104.0,3171113.0,643331.0,580435.0,,,,
41610103.0,1042734.0,289445.0,174141.0,,,,
41670103.0,3171113.0,643331.0,580435.0,,,,
41670107.0,3171113.0,643331.0,580435.0,,,,
41670108.0,3171113.0,643331.0,580435.0,,,,
41670109.0,3171113.0,643331.0,580435.0,,,,
41670110.0,3171113.0,643331.0,580435.0,,,,
41670111.0,3171113.0,643331.0,580435.0,,,,
43111101.0,3171113.0,643331.0,580435.0,,,,
43111103.0,3171113.0,643331.0,580435.0,,,,
43111104.0,3171113.0,643331.0,580435.0,,,,
43111112.0,3171113.0,643331.0,580435.0,,,,
43150101.0,3171113.0,643331.0,580435.0,,,,
43150103.0,2614025.0,652735.0,402982.0,,,,
43150104.0,2614025.0,652735.0,402982.0,,,,
43150106.0,3171113.0,643331.0,580435.0,,,,
43150107.0,3171113.0,643331.0,580435.0,,,,
43150108.0,3171113.0,643331.0,580435.0,,,,
44131101.0,3171113.0,643331.0,580435.0,,,,
44131104.0,3171113.0,643331.0,580435.0,,,,
44131105.0,3171113.0,643331.0,580435.0,,,,
44131106.0,3171113.0,643331.0,580435.0,,,,
44131108.0,5427537.0,979490.0,1090843.0,,,,
44131109.0,5427537.0,979490.0,1090843.0,,,,
44131110.0,5427537.0,979490.0,1090843.0,,,,
44131111.0,5427537.0,979490.0,1090843.0,,,,
44131120.0,5427537.0,979490.0,1090843.0,,,,
45111101.0,3171113.0,643331.0,580435.0,,,,
45111102.0,3171113.0,643331.0,580435.0,,,,
45111103.0,3171113.0,643331.0,580435.0,,,,
45111104.0,3171113.0,643331.0,580435.0,,,,
45111113.0,3171113.0,643331.0,580435.0,,,,
45111114.0,3171113.0,643331.0,580435.0,,,,
45111115.0,3171113.0,643331.0,580435.0,,,,
45111116.0,3171113.0,643331.0,580435.0,,,,
45111117.0,3171113.0,643331.0,580435.0,,,,
45111119.0,3171113.0,643331.0,580435.0,,,,
45113129.0,16350060.0,2011528.0,4645436.0,,,,
45113130.0,16350060.0,2011528.0,4645436.0,,,,
45113131.0,16350060.0,2011528.0,4645436.0,,,,
45113132.0,16350060.0,2011528.0,4645436.0,,,,
45113139.0,16350060.0,2011528.0,4645436.0,,,,
45130121.0,3171113.0,643331.0,580435.0,,,,
45130122.0,3171113.0,643331.0,580435.0,,,,
45130123.0,3171113.0,643331.0,580435.0,,,,
45130124.0,3171113.0,643331.0,580435.0,,,,
45130125.0,3171113.0,643331.0,580435.0,,,,
45130130.0,3171113.0,643331.0,580435.0,,,,
45130131.0,3171113.0,643331.0,580435.0,,,,
45130149.0,5256506.0,1401118.0,750579.0,,,,
45130150.0,5256506.0,1401118.0,750579.0,,,,
45130151.0,5256506.0,1401118.0,750579.0,,,,
45130152.0,5256506.0,1401118.0,750579.0,,,,
45140101.0,3171113.0,643331.0,580435.0,,,,
45140102.0,3171113.0,643331.0,580435.0,,,,
45140103.0,3171113.0,643331.0,580435.0,,,,
45140104.0,3171113.0,643331.0,580435.0,,,,
45140105.0,3171113.0,643331.0,580435.0,,,,
45140107.0,3171113.0,643331.0,580435.0,,,,
45140131.0,3389393.0,787405.0,466540.0,,,,
45140132.0,3389393.0,787405.0,466540.0,,,,
45140133.0,3389393.0,787405.0,466540.0,,,,
45140134.0,3389393.0,787405.0,466540.0,,,,
46130105.0,3171113.0,643331.0,580435.0,,,,
46130107.0,3171113.0,643331.0,580435.0,,,,
46130108.0,3171113.0,643331.0,580435.0,,,,
46130113.0,2119534.0,592378.0,334297.0,,,,
46130114.0,2119534.0,592378.0,334297.0,,,,
46150120.0,3171113.0,643331.0,580435.0,,,,
46150121.0,3171113.0,643331.0,580435.0,,,,
46150122.0,3171113.0,643331.0,580435.0,,,,
46170113.0,4846545.0,1012242.0,797213.0,,,,
46170114.0,4846545.0,1012242.0,797213.0,,,,
46170115.0,4846545.0,1012242.0,797213.0,,,,
46170116.0,4846545.0,1012242.0,797213.0,,,,
46170117.0,4846545.0,1012242.0,797213.0,,,,
46170118.0,4846545.0,1012242.0,797213.0,,,,
46170119.0,4846545.0,1012242.0,797213.0,,,,
47111105.0,1334192.0,508746.0,129365.0,,,,
47111106.0,1334192.0,508746.0,129365.0,,,,
47113101.0,3171113.0,643331.0,580435.0,,,,
47113102.0,3171113.0,643331.0,580435.0,,,,
47113103.0,3171113.0,643331.0,580435.0,,,,
47113104.0,3171113.0,643331.0,580435.0,,,,
47113105.0,3171113.0,643331.0,580435.0,,,,
47113106.0,3171113.0,643331.0,580435.0,,,,
47113107.0,3171113.0,643331.0,580435.0,,,,
47113108.0,3171113.0,643331.0,580435.0,,,,
47113109.0,3171113.0,643331.0,580435.0,,,,
47113110.0,3171113.0,643331.0,580435.0,,,,
47113111.0,3171113.0,643331.0,580435.0,,,,
47113112.0,3171113.0,643331.0,580435.0,,,,
47113113.0,3171113.0,643331.0,580435.0,,,,
47130125.0,1773488.0,417549.0,329513.0,,,,
47190101.0,1042734.0,289445.0,174141.0,,,,
47190110.0,1042734.0,289445.0,174141.0,,,,
47230104.0,3171113.0,643331.0,580435.0,,,,
47230105.0,3171113.0,643331.0,580435.0,,,,
47230106.0,3171113.0,643331.0,580435.0,,,,
47230108.0,3171113.0,643331.0,580435.0,,,,
47230121.0,3171113.0,643331.0,580435.0,,,,
47230122.0,3171113.0,643331.0,580435.0,,,,
47230123.0,3171113.0,643331.0,580435.0,,,,
47230127.0,3171113.0,643331.0,580435.0,,,,
47290102.0,3171113.0,643331.0,580435.0,,,,
47290117.0,3171113.0,643331.0,580435.0,,,,
48123104.0,3171113.0,643331.0,580435.0,,,,
48123111.0,3171113.0,643331.0,580435.0,,,,
48123125.0,3171113.0,643331.0,580435.0,,,,
48123127.0,3171113.0,643331.0,580435.0,,,,
48123137.0,3171113.0,643331.0,580435.0,,,,
48123138.0,3171113.0,643331.0,580435.0,,,,
48123139.0,3171113.0,643331.0,580435.0,,,,
48123140.0,3171113.0,643331.0,580435.0,,,,
48170105.0,4846545.0,1012242.0,797213.0,,,,
48170106.0,3171113.0,643331.0,580435.0,,,,
48170107.0,4846545.0,1012242.0,797213.0,,,,
48170108.0,4846545.0,1012242.0,797213.0,,,,
48170109.0,3171113.0,643331.0,580435.0,,,,
48170110.0,3171113.0,643331.0,580435.0,,,,
48170111.0,4846545.0,1012242.0,797213.0,,,,
48170112.0,4846545.0,1012242.0,797213.0,,,,
48170113.0,4846545.0,1012242.0,797213.0,,,,
48170115.0,3171113.0,643331.0,580435.0,,,,
48170116.0,3171113.0,643331.0,580435.0,,,,
48170117.0,3171113.0,643331.0,580435.0,,,,
48170118.0,3171113.0,643331.0,580435.0,,,,
48220104.0,3171113.0,643331.0,580435.0,,,,
48220105.0,3171113.0,643331.0,580435.0,,,,
48220106.0,3171113.0,643331.0,580435.0,,,,
48220107.0,3171113.0,643331.0,580435.0,,,,
48250102.0,10233314.0,1377062.0,2070885.0,,,,
48250104.0,10233314.0,1377062.0,2070885.0,,,,
48330101.0,3171113.0,643331.0,580435.0,,,,
48330102.0,3171113.0,643331.0,580435.0,,,,
48330103.0,3171113.0,643331.0,580435.0,,,,
48330104.0,3171113.0,643331.0,580435.0,,,,
48330105.0,3171113.0,643331.0,580435.0,,,,
48330106.0,3389393.0,787405.0,466540.0,,,,
48330107.0,3389393.0,787405.0,466540.0,,,,
48330108.0,3389393.0,787405.0,466540.0,,,,
48330109.0,3389393.0,787405.0,466540.0,,,,
50110113.0,2084786.0,522169.0,298918.0,,,,
50110114.0,2084786.0,522169.0,298918.0,,,,
50110115.0,2084786.0,522169.0,298918.0,,,,
50110130.0,2084786.0,522169.0,298918.0,,,,
50110131.0,2084786.0,522169.0,298918.0,,,,
50130101.0,3171113.0,643331.0,580435.0,,,,
51130101.0,3171113.0,643331.0,580435.0,,,,
51130102.0,3171113.0,643331.0,580435.0,,,,
51130109.0,3171113.0,643331.0,580435.0,,,,
51150102.0,3171113.0,643331.0,580435.0,,,,
51150103.0,3171113.0,643331.0,580435.0,,,,
51150104.0,3171113.0,643331.0,580435.0,,,,
51150105.0,3171113.0,643331.0,580435.0,,,,
51150106.0,3171113.0,643331.0,580435.0,,,,
51150107.0,3171113.0,643331.0,580435.0,,,,
51150108.0,3171113.0,643331.0,580435.0,,,,
51150114.0,1042734.0,289445.0,174141.0,,,,
51150115.0,1042734.0,289445.0,174141.0,,,,
51150116.0,2506169.0,491622.0,505497.0,,,,
51150117.0,2506169.0,491622.0,505497.0,,,,
51170103.0,1042734.0,289445.0,174141.0,,,,
51170104.0,1042734.0,289445.0,174141.0,,,,
