법정동코드,지하철총승객,출근지하철승객,퇴근지하철승객,법정동명,Si,Gu,Dong
27110108.0,3294640.0,1089206.0,514473.0,,,,
27110109.0,17064390.0,4274244.0,3102282.0,,,,
27110110.0,17064390.0,4274244.0,3102282.0,,,,
27110111.0,17064390.0,4274244.0,3102282.0,,,,
27110112.0,20359030.0,5363450.0,3616755.0,,,,
27110113.0,17064390.0,4274244.0,3102282.0,,,,
27110114.0,17064390.0,4274244.0,3102282.0,,,,
27110115.0,3294640.0,1089206.0,514473.0,,,,
27110116.0,17064390.0,4274244.0,3102282.0,,,,
27110117.0,20359030.0,5363450.0,3616755.0,,,,
27110118.0,17064390.0,4274244.0,3102282.0,,,,
27110119.0,20359030.0,5363450.0,3616755.0,,,,
27110120.0,3294640.0,1089206.0,514473.0,,,,
27110121.0,3294640.0,1089206.0,514473.0,,,,
27110122.0,3294640.0,1089206.0,514473.0,,,,
27110123.0,3294640.0,1089206.0,514473.0,,,,
27110124.0,3294640.0,1089206.0,514473.0,,,,
27110125.0,3294640.0,1089206.0,514473.0,,,,
27110126.0,3294640.0,1089206.0,514473.0,,,,
27110127.0,3294640.0,1089206.0,514473.0,,,,
27110128.0,3294640.0,1089206.0,514473.0,,,,
27110129.0,0.0,0.0,0.0,,,,
27110130.0,17064390.0,4274244.0,3102282.0,,,,
27110131.0,17064390.0,4274244.0,3102282.0,,,,
27110132.0,0.0,0.0,0.0,,,,
27110133.0,0.0,0.0,0.0,,,,
27110134.0,17064390.0,4274244.0,3102282.0,,,,
27110135.0,0.0,0.0,0.0,,,,
27110136.0,17064390.0,4274244.0,3102282.0,,,,
27110137.0,17064390.0,4274244.0,3102282.0,,,,
27110138.0,17064390.0,4274244.0,3102282.0,,,,
27110139.0,17064390.0,4274244.0,3102282.0,,,,
27110140.0,17064390.0,4274244.0,3102282.0,,,,
27110141.0,0.0,0.0,0.0,,,,
27110142.0,17064390.0,4274244.0,3102282.0,,,,
27110143.0,20359030.0,5363450.0,3616755.0,,,,
27110144.0,17064390.0,4274244.0,3102282.0,,,,
27110145.0,17064390.0,4274244.0,3102282.0,,,,
27110146.0,17064390.0,4274244.0,3102282.0,,,,
27110147.0,17064390.0,4274244.0,3102282.0,,,,
27110148.0,3294640.0,1089206.0,514473.0,,,,
27110149.0,17064390.0,4274244.0,3102282.0,,,,
27110150.0,20359030.0,5363450.0,3616755.0,,,,
27110151.0,20359030.0,5363450.0,3616755.0,,,,
27110152.0,17064390.0,4274244.0,3102282.0,,,,
27110153.0,17064390.0,4274244.0,3102282.0,,,,
27110155.0,0.0,0.0,0.0,,,,
27290104.0,7322586.0,1428988.0,1447128.0,,,,
27290105.0,7322586.0,1428988.0,1447128.0,,,,
27290106.0,7322586.0,1428988.0,1447128.0,,,,
27290107.0,7322586.0,1428988.0,1447128.0,,,,
27290125.0,7322586.0,1428988.0,1447128.0,,,,
28200110.0,30437628.0,1788657.0,11499253.0,,,,
28260105.0,0.0,0.0,0.0,,,,
28260106.0,0.0,0.0,0.0,,,,
28260107.0,0.0,0.0,0.0,,,,
29155101.0,17546632.0,975332.0,6033566.0,,,,
29155102.0,17546632.0,975332.0,6033566.0,,,,
29155103.0,17546632.0,975332.0,6033566.0,,,,
29170101.0,0.0,0.0,0.0,,,,
29170102.0,0.0,0.0,0.0,,,,
29170103.0,0.0,0.0,0.0,,,,
29170104.0,0.0,0.0,0.0,,,,
29200127.0,5917159.0,2040365.0,772304.0,,,,
29200128.0,5917159.0,2040365.0,772304.0,,,,
30110101.0,0.0,0.0,0.0,,,,
30110112.0,0.0,0.0,0.0,,,,
30110113.0,0.0,0.0,0.0,,,,
30110114.0,10309406.0,2452104.0,2307928.0,,,,
30110118.0,0.0,0.0,0.0,,,,
30110119.0,0.0,0.0,0.0,,,,
30110120.0,0.0,0.0,0.0,,,,
30140105.0,7731832.0,1518970.0,1466396.0,,,,
30170105.0,0.0,0.0,0.0,,,,
31110102.0,0.0,0.0,0.0,,,,
31110104.0,0.0,0.0,0.0,,,,
31110105.0,0.0,0.0,0.0,,,,
31110106.0,0.0,0.0,0.0,,,,
31110107.0,0.0,0.0,0.0,,,,
31140104.0,7795475.0,3426391.0,627541.0,,,,
31200125.0,0.0,0.0,0.0,,,,
31200126.0,0.0,0.0,0.0,,,,
41131107.0,0.0,0.0,0.0,,,,
41131108.0,0.0,0.0,0.0,,,,
41131109.0,11933389.0,1424867.0,2602256.0,,,,
41131110.0,11933389.0,1424867.0,2602256.0,,,,
41131111.0,11933389.0,1424867.0,2602256.0,,,,
41133132.0,0.0,0.0,0.0,,,,
41173104.0,11933389.0,1424867.0,2602256.0,,,,
41220101.0,0.0,0.0,0.0,,,,
41220102.0,0.0,0.0,0.0,,,,
41220109.0,0.0,0.0,0.0,,,,
41250103.0,0.0,0.0,0.0,,,,
41273101.0,0.0,0.0,0.0,,,,
41290101.0,0.0,0.0,0.0,,,,
41290107.0,0.0,0.0,0.0,,,,
41370101.0,0.0,0.0,0.0,,,,
41370102.0,0.0,0.0,0.0,,,,
41370109.0,0.0,0.0,0.0,,,,
41390127.0,0.0,0.0,0.0,,,,
41390128.0,0.0,0.0,0.0,,,,
41410104.0,3150179.0,1046908.0,485820.0,,,,
41410105.0,3150179.0,1046908.0,485820.0,,,,
41450115.0,0.0,0.0,0.0,,,,
41450116.0,0.0,0.0,0.0,,,,
41461101.0,0.0,0.0,0.0,,,,
41461104.0,0.0,0.0,0.0,,,,
41610103.0,0.0,0.0,0.0,,,,
41670103.0,0.0,0.0,0.0,,,,
41670107.0,0.0,0.0,0.0,,,,
41670108.0,0.0,0.0,0.0,,,,
41670109.0,0.0,0.0,0.0,,,,
41670110.0,0.0,0.0,0.0,,,,
41670111.0,0.0,0.0,0.0,,,,
43111101.0,0.0,0.0,0.0,,,,
43111103.0,0.0,0.0,0.0,,,,
43111104.0,0.0,0.0,0.0,,,,
43111112.0,0.0,0.0,0.0,,,,
43150101.0,0.0,0.0,0.0,,,,
43150103.0,21456277.0,5407184.0,3784262.0,,,,
43150104.0,21456277.0,5407184.0,3784262.0,,,,
43150106.0,0.0,0.0,0.0,,,,
43150107.0,0.0,0.0,0.0,,,,
43150108.0,0.0,0.0,0.0,,,,
44131101.0,0.0,0.0,0.0,,,,
44131104.0,0.0,0.0,0.0,,,,
44131105.0,0.0,0.0,0.0,,,,
44131106.0,0.0,0.0,0.0,,,,
44131108.0,23361337.0,7911858.0,3016859.0,,,,
44131109.0,23361337.0,7911858.0,3016859.0,,,,
44131110.0,23361337.0,7911858.0,3016859.0,,,,
44131111.0,23361337.0,7911858.0,3016859.0,,,,
44131120.0,23361337.0,7911858.0,3016859.0,,,,
45111101.0,0.0,0.0,0.0,,,,
45111102.0,0.0,0.0,0.0,,,,
45111103.0,0.0,0.0,0.0,,,,
45111104.0,0.0,0.0,0.0,,,,
45111113.0,0.0,0.0,0.0,,,,
45111114.0,0.0,0.0,0.0,,,,
45111115.0,0.0,0.0,0.0,,,,
45111116.0,0.0,0.0,0.0,,,,
45111117.0,0.0,0.0,0.0,,,,
45111119.0,0.0,0.0,0.0,,,,
45113129.0,28819357.0,1351519.0,10930391.0,,,,
45113130.0,28819357.0,1351519.0,10930391.0,,,,
45113131.0,28819357.0,1351519.0,10930391.0,,,,
45113132.0,28819357.0,1351519.0,10930391.0,,,,
45113139.0,28819357.0,1351519.0,10930391.0,,,,
45130121.0,0.0,0.0,0.0,,,,
45130122.0,0.0,0.0,0.0,,,,
45130123.0,0.0,0.0,0.0,,,,
45130124.0,0.0,0.0,0.0,,,,
45130125.0,0.0,0.0,0.0,,,,
45130130.0,0.0,0.0,0.0,,,,
45130131.0,0.0,0.0,0.0,,,,
45130149.0,0.0,0.0,0.0,,,,
45130150.0,0.0,0.0,0.0,,,,
45130151.0,0.0,0.0,0.0,,,,
45130152.0,0.0,0.0,0.0,,,,
45140101.0,0.0,0.0,0.0,,,,
45140102.0,0.0,0.0,0.0,,,,
45140103.0,0.0,0.0,0.0,,,,
45140104.0,0.0,0.0,0.0,,,,
45140105.0,0.0,0.0,0.0,,,,
45140107.0,0.0,0.0,0.0,,,,
45140131.0,0.0,0.0,0.0,,,,
45140132.0,0.0,0.0,0.0,,,,
45140133.0,0.0,0.0,0.0,,,,
45140134.0,0.0,0.0,0.0,,,,
46130105.0,0.0,0.0,0.0,,,,
46130107.0,0.0,0.0,0.0,,,,
46130108.0,0.0,0.0,0.0,,,,
46130113.0,6017625.0,1071792.0,1385054.0,,,,
46130114.0,6017625.0,1071792.0,1385054.0,,,,
46150120.0,0.0,0.0,0.0,,,,
46150121.0,0.0,0.0,0.0,,,,
46150122.0,0.0,0.0,0.0,,,,
46170113.0,0.0,0.0,0.0,,,,
46170114.0,0.0,0.0,0.0,,,,
46170115.0,0.0,0.0,0.0,,,,
46170116.0,0.0,0.0,0.0,,,,
46170117.0,0.0,0.0,0.0,,,,
46170118.0,0.0,0.0,0.0,,,,
46170119.0,0.0,0.0,0.0,,,,
47111105.0,0.0,0.0,0.0,,,,
47111106.0,0.0,0.0,0.0,,,,
47113101.0,0.0,0.0,0.0,,,,
47113102.0,0.0,0.0,0.0,,,,
47113103.0,0.0,0.0,0.0,,,,
47113104.0,0.0,0.0,0.0,,,,
47113105.0,0.0,0.0,0.0,,,,
47113106.0,0.0,0.0,0.0,,,,
47113107.0,0.0,0.0,0.0,,,,
47113108.0,0.0,0.0,0.0,,,,
47113109.0,0.0,0.0,0.0,,,,
47113110.0,0.0,0.0,0.0,,,,
47113111.0,0.0,0.0,0.0,,,,
47113112.0,0.0,0.0,0.0,,,,
47113113.0,0.0,0.0,0.0,,,,
47130125.0,4429778.0,885658.0,1147686.0,,,,
47190101.0,0.0,0.0,0.0,,,,
47190110.0,0.0,0.0,0.0,,,,
47230104.0,0.0,0.0,0.0,,,,
47230105.0,0.0,0.0,0.0,,,,
47230106.0,0.0,0.0,0.0,,,,
47230108.0,0.0,0.0,0.0,,,,
47230121.0,0.0,0.0,0.0,,,,
47230122.0,0.0,0.0,0.0,,,,
47230123.0,0.0,0.0,0.0,,,,
47230127.0,0.0,0.0,0.0,,,,
47290102.0,0.0,0.0,0.0,,,,
47290117.0,0.0,0.0,0.0,,,,
48123104.0,0.0,0.0,0.0,,,,
48123111.0,0.0,0.0,0.0,,,,
48123125.0,0.0,0.0,0.0,,,,
48123127.0,0.0,0.0,0.0,,,,
48123137.0,0.0,0.0,0.0,,,,
48123138.0,0.0,0.0,0.0,,,,
48123139.0,0.0,0.0,0.0,,,,
48123140.0,0.0,0.0,0.0,,,,
48170105.0,0.0,0.0,0.0,,,,
48170106.0,0.0,0.0,0.0,,,,
48170107.0,0.0,0.0,0.0,,,,
48170108.0,0.0,0.0,0.0,,,,
48170109.0,0.0,0.0,0.0,,,,
48170110.0,0.0,0.0,0.0,,,,
48170111.0,0.0,0.0,0.0,,,,
48170112.0,0.0,0.0,0.0,,,,
48170113.0,0.0,0.0,0.0,,,,
48170115.0,0.0,0.0,0.0,,,,
48170116.0,0.0,0.0,0.0,,,,
48170117.0,0.0,0.0,0.0,,,,
48170118.0,0.0,0.0,0.0,,,,
48220104.0,0.0,0.0,0.0,,,,
48220105.0,0.0,0.0,0.0,,,,
48220106.0,0.0,0.0,0.0,,,,
48220107.0,0.0,0.0,0.0,,,,
48250102.0,31419778.0,3173048.0,8755367.0,,,,
48250104.0,31419778.0,3173048.0,8755367.0,,,,
48330101.0,0.0,0.0,0.0,,,,
48330102.0,0.0,0.0,0.0,,,,
48330103.0,0.0,0.0,0.0,,,,
48330104.0,0.0,0.0,0.0,,,,
48330105.0,0.0,0.0,0.0,,,,
48330106.0,0.0,0.0,0.0,,,,
48330107.0,0.0,0.0,0.0,,,,
48330108.0,0.0,0.0,0.0,,,,
48330109.0,0.0,0.0,0.0,,,,
50110113.0,2066096.0,975203.0,129691.0,,,,
50110114.0,2066096.0,975203.0,129691.0,,,,
50110115.0,2066096.0,975203.0,129691.0,,,,
50110130.0,2066096.0,975203.0,129691.0,,,,
50110131.0,2066096.0,975203.0,129691.0,,,,
50130101.0,0.0,0.0,0.0,,,,
51130101.0,0.0,0.0,0.0,,,,
51130102.0,0.0,0.0,0.0,,,,
51130109.0,0.0,0.0,0.0,,,,
51150102.0,0.0,0.0,0.0,,,,
51150103.0,0.0,0.0,0.0,,,,
51150104.0,0.0,0.0,0.0,,,,
51150105.0,0.0,0.0,0.0,,,,
51150106.0,0.0,0.0,0.0,,,,
51150107.0,0.0,0.0,0.0,,,,
51150108.0,0.0,0.0,0.0,,,,
51150114.0,0.0,0.0,0.0,,,,
51150115.0,0.0,0.0,0.0,,,,
51150116.0,905311.0,203755.0,140225.0,,,,
51150117.0,905311.0,203755.0,140225.0,,,,
51170103.0,0.0,0.0,0.0,,,,
51170104.0,0.0,0.0,0.0,,,,
